prediction_date,ticker,source_ticker,predicted_value,confidence_score,actual_future_result,hit_miss,model_name,target_name,task_type,evaluation_window,prediction_uncertainty_pct,is_actionable_signal,is_regime_trade_allowed,market_regime_level,market_regime_position_multiplier,market_regime_reasons,technical_state_summary,news_sentiment_summary,benchmark_strength_summary,explanation
2018-03-19,SPY,SPY,1.0,0.5657896538565143,1,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 14.9%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.39%; 3-month excess return -0.45%; 6-month excess return 0.06%.,Model view: the setup leaned constructive. Confidence was around 57%. Technical state looks mixed. Volatility is relatively contained at roughly 14.9%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.39%; 3-month excess return -0.45%; 6-month excess return 0.06%.
2024-12-24,SPY,SPY,0.0,0.9962903105863343,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 54.5. Volatility is relatively contained at roughly 13.6%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.00%; 3-month excess return 0.31%; 6-month excess return 0.34%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 54.5. Volatility is relatively contained at roughly 13.6%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.00%; 3-month excess return 0.31%; 6-month excess return 0.34%.
2024-12-26,SPY,SPY,0.0,0.995648998772232,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 54.6. Volatility is relatively contained at roughly 13.5%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.01%; 3-month excess return 0.32%; 6-month excess return 0.34%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 54.6. Volatility is relatively contained at roughly 13.5%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.01%; 3-month excess return 0.32%; 6-month excess return 0.34%.
2024-12-27,SPY,SPY,0.0,0.9949472598104597,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 14.0%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.01%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. Volatility is relatively contained at roughly 14.0%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.01%; 6-month excess return -0.05%.
2024-12-30,SPY,SPY,0.0,0.9395336710146693,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,caution,0.5,benchmark_20d_weakness,Technical state looks mixed. Volatility is relatively contained at roughly 14.3%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.04%; 3-month excess return -0.00%; 6-month excess return -0.06%.,Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. Volatility is relatively contained at roughly 14.3%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.04%; 3-month excess return -0.00%; 6-month excess return -0.06%.
2024-12-31,SPY,SPY,0.0,0.9941658969212803,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,caution,0.5,benchmark_20d_weakness,Technical state looks mixed. Volatility is relatively contained at roughly 14.3%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.09%; 3-month excess return -0.00%; 6-month excess return -0.04%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. Volatility is relatively contained at roughly 14.3%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.09%; 3-month excess return -0.00%; 6-month excess return -0.04%.
2025-01-02,SPY,SPY,0.0,0.9942763318789933,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,caution,0.5,benchmark_20d_weakness,Technical state looks mixed. RSI is weak near 39.0. Volatility is relatively contained at roughly 14.3%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.02%; 3-month excess return -0.02%; 6-month excess return -0.03%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is weak near 39.0. Volatility is relatively contained at roughly 14.3%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.02%; 3-month excess return -0.02%; 6-month excess return -0.03%.
2025-01-03,SPY,SPY,0.0,0.9940126628987229,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,caution,0.5,benchmark_20d_weakness,Technical state looks mixed. Volatility is relatively contained at roughly 14.9%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.05%; 3-month excess return -0.07%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. Volatility is relatively contained at roughly 14.9%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.05%; 3-month excess return -0.07%; 6-month excess return -0.05%.
2025-01-06,SPY,SPY,0.0,0.9943298765006818,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 50.6.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.04%; 3-month excess return -0.07%; 6-month excess return -0.08%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 50.6. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.04%; 3-month excess return -0.07%; 6-month excess return -0.08%.
2025-01-07,SPY,SPY,0.0,0.9938264333650941,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,caution,0.5,benchmark_20d_weakness,Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.05%; 3-month excess return -0.07%; 6-month excess return -0.07%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.05%; 3-month excess return -0.07%; 6-month excess return -0.07%.
2025-01-08,SPY,SPY,0.0,0.9932666645175838,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,caution,0.5,benchmark_20d_weakness,Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.05%; 6-month excess return -0.09%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.05%; 6-month excess return -0.09%.
2025-01-10,SPY,SPY,0.0,0.8973003666489681,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,caution,0.5,benchmark_20d_weakness,Technical state looks mixed. RSI is weak near 38.5.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.04%; 3-month excess return -0.07%; 6-month excess return -0.09%.,Model view: the setup leaned cautious. Confidence was around 90%. Technical state looks mixed. RSI is weak near 38.5. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.04%; 3-month excess return -0.07%; 6-month excess return -0.09%.
2025-01-13,SPY,SPY,0.0,0.9941473087591493,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,caution,0.5,benchmark_20d_weakness,Technical state looks mixed. RSI is weak near 39.5.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.03%; 6-month excess return -0.07%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is weak near 39.5. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.03%; 6-month excess return -0.07%.
2025-01-14,SPY,SPY,0.0,0.9951351349991718,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,caution,0.5,benchmark_20d_weakness,Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.03%; 6-month excess return -0.03%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.03%; 6-month excess return -0.03%.
2025-01-15,SPY,SPY,0.0,0.9879872654628065,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 51.1.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.00%; 3-month excess return -0.04%; 6-month excess return -0.07%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 51.1. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.00%; 3-month excess return -0.04%; 6-month excess return -0.07%.
2025-01-16,SPY,SPY,0.0,0.9603761774082927,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,caution,0.5,benchmark_20d_weakness,Technical state looks mixed. RSI is in a steady zone near 50.1.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.07%; 6-month excess return -0.11%.,Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. RSI is in a steady zone near 50.1. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.07%; 6-month excess return -0.11%.
2025-01-17,SPY,SPY,0.0,0.9958842323655119,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 55.2.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.04%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 55.2. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.04%; 6-month excess return -0.05%.
2025-01-21,SPY,SPY,0.0,0.9964431969950371,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 59.3. Volatility is relatively contained at roughly 14.2%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.02%; 6-month excess return -0.04%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 59.3. Volatility is relatively contained at roughly 14.2%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.02%; 6-month excess return -0.04%.
2025-01-22,SPY,SPY,0.0,0.9946911219916542,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 61.7. Volatility is relatively contained at roughly 14.3%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.03%; 6-month excess return -0.04%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 61.7. Volatility is relatively contained at roughly 14.3%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.03%; 6-month excess return -0.04%.
2025-01-23,SPY,SPY,0.0,0.9962237246101169,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 63.9. Volatility is relatively contained at roughly 14.1%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.00%; 3-month excess return -0.03%; 6-month excess return -0.06%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 63.9. Volatility is relatively contained at roughly 14.1%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.00%; 3-month excess return -0.03%; 6-month excess return -0.06%.
2025-01-24,SPY,SPY,0.0,0.997913612972821,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 61.8. Volatility is relatively contained at roughly 14.1%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.28%; 3-month excess return -0.04%; 6-month excess return -0.08%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 61.8. Volatility is relatively contained at roughly 14.1%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.28%; 3-month excess return -0.04%; 6-month excess return -0.08%.
2025-01-27,SPY,SPY,0.0,0.9805273184697622,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 53.0. Volatility is relatively contained at roughly 14.6%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.05%; 3-month excess return -0.06%; 6-month excess return -0.09%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 53.0. Volatility is relatively contained at roughly 14.6%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.05%; 3-month excess return -0.06%; 6-month excess return -0.09%.
2025-01-28,SPY,SPY,0.0,0.9900701079673878,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 56.9. Volatility is relatively contained at roughly 14.9%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return -0.03%; 6-month excess return -0.06%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 56.9. Volatility is relatively contained at roughly 14.9%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return -0.03%; 6-month excess return -0.06%.
2025-01-29,SPY,SPY,0.0,0.9968459794985027,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 54.3. Volatility is relatively contained at roughly 14.5%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.04%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 54.3. Volatility is relatively contained at roughly 14.5%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.04%; 6-month excess return -0.05%.
2025-01-30,SPY,SPY,0.0,0.9981365377008338,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 56.9. Volatility is relatively contained at roughly 13.8%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.00%; 3-month excess return -0.02%; 6-month excess return -0.06%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 56.9. Volatility is relatively contained at roughly 13.8%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.00%; 3-month excess return -0.02%; 6-month excess return -0.06%.
2025-01-31,SPY,SPY,0.0,0.9894997692853483,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 53.7. Volatility is relatively contained at roughly 13.9%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.03%; 3-month excess return -0.02%; 6-month excess return -0.11%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 53.7. Volatility is relatively contained at roughly 13.9%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.03%; 3-month excess return -0.02%; 6-month excess return -0.11%.
2025-02-03,SPY,SPY,0.0,0.9961531153671049,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 14.2%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.04%; 6-month excess return -0.07%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. Volatility is relatively contained at roughly 14.2%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.04%; 6-month excess return -0.07%.
2025-02-04,SPY,SPY,0.0,0.9969234436914952,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 53.4. Volatility is relatively contained at roughly 13.7%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.04%; 6-month excess return -0.02%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 53.4. Volatility is relatively contained at roughly 13.7%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.04%; 6-month excess return -0.02%.
2025-02-05,SPY,SPY,0.0,0.9866441749346458,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 55.4. Volatility is relatively contained at roughly 13.6%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.03%; 6-month excess return -0.14%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 55.4. Volatility is relatively contained at roughly 13.6%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.03%; 6-month excess return -0.14%.
2025-02-06,SPY,SPY,0.0,0.9979319889130999,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 57.2. Volatility is relatively contained at roughly 12.9%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.05%; 6-month excess return -0.07%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 57.2. Volatility is relatively contained at roughly 12.9%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.05%; 6-month excess return -0.07%.
2025-02-07,SPY,SPY,0.0,0.99709698371219,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 51.4. Volatility is relatively contained at roughly 13.4%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return 0.07%; 3-month excess return 0.00%; 6-month excess return -0.03%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 51.4. Volatility is relatively contained at roughly 13.4%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return 0.07%; 3-month excess return 0.00%; 6-month excess return -0.03%.
2025-02-10,SPY,SPY,0.0,0.9974764606008726,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 55.0. Volatility is relatively contained at roughly 12.1%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.02%; 3-month excess return -0.03%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 55.0. Volatility is relatively contained at roughly 12.1%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.02%; 3-month excess return -0.03%; 6-month excess return -0.05%.
2025-02-11,SPY,SPY,0.0,0.997468552970895,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 55.4. Volatility is relatively contained at roughly 12.1%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.04%; 6-month excess return -0.08%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 55.4. Volatility is relatively contained at roughly 12.1%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.04%; 6-month excess return -0.08%.
2025-02-12,SPY,SPY,0.0,0.9963247122059405,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 53.3. Volatility is relatively contained at roughly 12.3%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return -0.02%; 6-month excess return -0.07%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 53.3. Volatility is relatively contained at roughly 12.3%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return -0.02%; 6-month excess return -0.07%.
2025-02-13,SPY,SPY,0.0,0.9972763060076761,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 58.9. Volatility is relatively contained at roughly 11.2%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.03%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 58.9. Volatility is relatively contained at roughly 11.2%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.03%; 6-month excess return -0.05%.
2025-02-14,SPY,SPY,0.0,0.9965224854535737,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 58.9. Volatility is relatively contained at roughly 11.1%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.03%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 58.9. Volatility is relatively contained at roughly 11.1%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.03%; 6-month excess return -0.05%.
2025-02-18,SPY,SPY,0.0,0.9980073942560662,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 60.4. Volatility is relatively contained at roughly 10.7%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.03%; 3-month excess return -0.02%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 60.4. Volatility is relatively contained at roughly 10.7%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.03%; 3-month excess return -0.02%; 6-month excess return -0.05%.
2025-02-19,SPY,SPY,0.0,0.9975509750510146,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 61.7. Volatility is relatively contained at roughly 10.3%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.02%; 6-month excess return -0.07%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 61.7. Volatility is relatively contained at roughly 10.3%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.02%; 6-month excess return -0.07%.
2025-02-20,SPY,SPY,0.0,0.9967205221891597,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 58.1. Volatility is relatively contained at roughly 10.2%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.03%; 6-month excess return -0.06%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. RSI is in a steady zone near 58.1. Volatility is relatively contained at roughly 10.2%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.03%; 6-month excess return -0.06%.
2025-02-21,SPY,SPY,0.0,0.9949051931213249,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 11.8%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.03%; 6-month excess return -0.07%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. Volatility is relatively contained at roughly 11.8%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.03%; 6-month excess return -0.07%.
2025-02-24,SPY,SPY,0.0,0.9955420078563916,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 11.8%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.02%; 6-month excess return -0.04%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. Volatility is relatively contained at roughly 11.8%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.02%; 6-month excess return -0.04%.
2025-02-25,SPY,SPY,0.0,0.9942081218890548,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 10.9%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.00%; 3-month excess return -0.01%; 6-month excess return -0.07%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. Volatility is relatively contained at roughly 10.9%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.00%; 3-month excess return -0.01%; 6-month excess return -0.07%.
2025-02-26,SPY,SPY,0.0,0.9954124097223362,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 10.3%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.06%; 6-month excess return -0.06%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. Volatility is relatively contained at roughly 10.3%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.06%; 6-month excess return -0.06%.
2025-02-27,SPY,SPY,0.0,0.9939841940387558,0,hit,random_forest,target_5d_outperform,classification,5,,True,True,caution,0.5,benchmark_20d_weakness,Technical state looks mixed. RSI is weak near 34.3. Volatility is relatively contained at roughly 11.6%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.00%; 3-month excess return -0.02%; 6-month excess return -0.06%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is weak near 34.3. Volatility is relatively contained at roughly 11.6%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.00%; 3-month excess return -0.02%; 6-month excess return -0.06%.
